review_group	review_pdf	review_id	analysis_id	subset	comparison	comparison_label_clean	comparison_label_canonical	comparison_arm_1	comparison_arm_2	comparison_arm_1_canonical	comparison_arm_2_canonical	comparison_removed_shared_arm_context	outcome	effect_measure	data_type	cochrane_method_detected	cochrane_model_detected	calculation_method	calculation_model	calculation_scale	k_total_rows	k_estimable_rows	k_used	k_with_pmcid_used	k_without_pmcid_used	excluded_rows	reproduced_effect	reproduced_ci_lower	reproduced_ci_upper	reported_effect	reported_ci_lower	reported_ci_upper	effect_abs_diff	ci_lower_abs_diff	ci_upper_abs_diff	ci_iou	reported_match_status	tau2	Q	df	I2	notes
first_pass	Cochrane_reviews/first_pass/CD014762_nsaids_uti.pdf	CD014762_nsaids_uti	2.4	pmcid_only	Secondary outcomes	Secondary outcomes	secondary outcomes	.	.	.	.	.	Use of rescue antibiotic treatment (by day 30 after randomisation)	Risk Ratio	dichotomous	M-H	Random	CI-derived inverse-variance	random	log	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 110: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014762_nsaids_uti.pdf	CD014762_nsaids_uti	2.5	all_studies	Secondary outcomes	Secondary outcomes	secondary outcomes	.	.	.	.	.	Emergence of antibiotic resistant bacteria	Risk Ratio	dichotomous	M-H	Random	CI-derived inverse-variance	random	log	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 111: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014762_nsaids_uti.pdf	CD014762_nsaids_uti	2.5	pmcid_only	Secondary outcomes	Secondary outcomes	secondary outcomes	.	.	.	.	.	Emergence of antibiotic resistant bacteria	Risk Ratio	dichotomous	M-H	Random	CI-derived inverse-variance	random	log	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 111: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	1.1	all_studies	Meta-analysis continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion	bolus injection	continuous infusion	bolus injection	.	Net weight loss (kg)	Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	5	5	5	4	1	0	0.858543	0.436136	1.280951	0.86	0.44	1.28	0.001457	0.003864	0.000951	0.994302	ci_iou_full	0.053538	5.09832	4	21.542781	.
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	1.1	pmcid_only	Meta-analysis continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion	bolus injection	continuous infusion	bolus injection	.	Net weight loss (kg)	Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	5	5	4	4	0	0	0.83021	0.336922	1.323499	0.86	0.44	1.28	0.02979	0.103078	0.043499	0.851428	ci_iou_high	0.100969	5.007107	3	40.085158	PMCID-only subset excludes rows without a matched PMCID.
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	1.2	all_studies	Meta-analysis continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion	bolus injection	continuous infusion	bolus injection	.	All-cause mortality	Risk Ratio	dichotomous	M-H	Random	CI-derived inverse-variance	random	log	5	4	4	4	0	1	1.530255	0.802632	2.917502	1.53	0.81	2.9	0.000255	0.007368	0.017502	0.988241	ci_iou_high	0.031232	3.149933	3	4.759882	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. Excluded non-computable rows: Zheng 2021: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	1.2	pmcid_only	Meta-analysis continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion	bolus injection	continuous infusion	bolus injection	.	All-cause mortality	Risk Ratio	dichotomous	M-H	Random	CI-derived inverse-variance	random	log	5	4	4	4	0	1	1.530255	0.802632	2.917502	1.53	0.81	2.9	0.000255	0.007368	0.017502	0.988241	ci_iou_high	0.031232	3.149933	3	4.759882	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. Excluded non-computable rows: Zheng 2021: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	1.3	all_studies	Meta-analysis continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion	bolus injection	continuous infusion	bolus injection	.	Length of hospital stay (days)	Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	4	4	4	3	1	0	-1.097298	-4.835556	2.64096	-1.1	-4.84	2.64	0.002702	0.004444	0.00096	0.999278	ci_iou_full	12.058148	24.22688	3	87.61706	.
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	1.3	pmcid_only	Meta-analysis continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion	bolus injection	continuous infusion	bolus injection	.	Length of hospital stay (days)	Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	4	4	3	3	0	0	-0.984268	-6.303547	4.335012	-1.1	-4.84	2.64	0.115732	1.463547	1.695012	0.703103	ci_iou_moderate	19.259444	24.004211	2	91.668129	PMCID-only subset excludes rows without a matched PMCID.
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	1.4	all_studies	Meta-analysis continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion	bolus injection	continuous infusion	bolus injection	.	Readmission to hospital following discharge for the longest available follow-up stated in the trials	Risk Ratio	dichotomous	IV	Fixed	CI-derived inverse-variance	fixed	log	3	3	3	3	0	0	0.85347	0.626749	1.162205	0.85	0.63	1.16	0.00347	0.003251	0.002205	0.98981	ci_iou_high	0	0.052186	2	0	.
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	1.4	pmcid_only	Meta-analysis continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion	bolus injection	continuous infusion	bolus injection	.	Readmission to hospital following discharge for the longest available follow-up stated in the trials	Risk Ratio	dichotomous	IV	Fixed	CI-derived inverse-variance	fixed	log	3	3	3	3	0	0	0.85347	0.626749	1.162205	0.85	0.63	1.16	0.00347	0.003251	0.002205	0.98981	ci_iou_high	0	0.052186	2	0	.
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	1.5	all_studies	Meta-analysis continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion	bolus injection	continuous infusion	bolus injection	.	Acute kidney injury (adverse event)	Risk Ratio	dichotomous	M-H	Random	CI-derived inverse-variance	random	log	3	3	3	2	1	0	1.016845	0.692903	1.492234	1.02	0.7	1.49	0.003155	0.007097	0.002234	0.988327	ci_iou_high	0	0.726457	2	0	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights.
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	1.5	pmcid_only	Meta-analysis continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion	bolus injection	continuous infusion	bolus injection	.	Acute kidney injury (adverse event)	Risk Ratio	dichotomous	M-H	Random	CI-derived inverse-variance	random	log	3	3	2	2	0	0	0.998082	0.654243	1.522627	1.02	0.7	1.49	0.021918	0.045757	0.032627	0.909736	ci_iou_high	0	0.68383	1	0	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. PMCID-only subset excludes rows without a matched PMCID.
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	2.1	all_studies	Sensitivity analysis - exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	.	.	.	.	.	Net weight loss (kg)	Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	3	3	3	2	1	0	0.700327	-0.058384	1.459038	0.7	-0.06	1.46	0.000327	0.001616	0.000962	0.998304	ci_iou_full	0	0.255478	2	0	.
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	2.1	pmcid_only	Sensitivity analysis - exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	.	.	.	.	.	Net weight loss (kg)	Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	3	3	2	2	0	0	0.714114	-0.07027	1.498498	0.7	-0.06	1.46	0.014114	0.01027	0.038498	0.968913	ci_iou_high	0	0.237047	1	0	PMCID-only subset excludes rows without a matched PMCID.
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	2.2	all_studies	Sensitivity analysis - exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	.	.	.	.	.	All-cause mortality	Risk Ratio	dichotomous	M-H	Random	CI-derived inverse-variance	random	log	3	3	3	3	0	0	1.2189	0.634418	2.341862	1.22	0.64	2.35	0.0011	0.005582	0.008138	0.992002	ci_iou_full	0	0.92506	2	0	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights.
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	2.2	pmcid_only	Sensitivity analysis - exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	.	.	.	.	.	All-cause mortality	Risk Ratio	dichotomous	M-H	Random	CI-derived inverse-variance	random	log	3	3	3	3	0	0	1.2189	0.634418	2.341862	1.22	0.64	2.35	0.0011	0.005582	0.008138	0.992002	ci_iou_full	0	0.92506	2	0	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights.
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	2.3	all_studies	Sensitivity analysis - exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	.	.	.	.	.	Length of hospital stay (days)	Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	3	3	3	2	1	0	0.608642	-1.527991	2.745275	0.61	-1.53	2.75	0.001358	0.002009	0.004725	0.998427	ci_iou_full	1.527576	3.441275	2	41.881998	.
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	2.3	pmcid_only	Sensitivity analysis - exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	.	.	.	.	.	Length of hospital stay (days)	Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	3	3	2	2	0	0	1.675025	0.088559	3.261491	0.61	-1.53	2.75	1.065025	1.618559	0.511491	0.555451	ci_iou_moderate	0	0.067936	1	0	PMCID-only subset excludes rows without a matched PMCID.
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	2.4	all_studies	Sensitivity analysis - exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	.	.	.	.	.	Readmission to hospital following discharge for the longest available follow-up stated in the trials	Risk Ratio	dichotomous	IV	Fixed	CI-derived inverse-variance	fixed	log	2	2	2	2	0	0	0.862637	0.624733	1.191138	0.86	0.63	1.19	0.002637	0.005267	0.001138	0.988691	ci_iou_high	0	0.002251	1	0	.
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	2.4	pmcid_only	Sensitivity analysis - exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	.	.	.	.	.	Readmission to hospital following discharge for the longest available follow-up stated in the trials	Risk Ratio	dichotomous	IV	Fixed	CI-derived inverse-variance	fixed	log	2	2	2	2	0	0	0.862637	0.624733	1.191138	0.86	0.63	1.19	0.002637	0.005267	0.001138	0.988691	ci_iou_high	0	0.002251	1	0	.
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	2.5	all_studies	Sensitivity analysis - exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	.	.	.	.	.	Acute kidney injury (adverse event)	Risk Ratio	dichotomous	M-H	Random	CI-derived inverse-variance	random	log	2	2	2	1	1	0	1.102154	0.719847	1.6875	1.1	0.72	1.68	0.002154	0.000153	0.0075	0.992091	ci_iou_full	0	0.000294	1	0	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights.
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	2.5	pmcid_only	Sensitivity analysis - exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	.	.	.	.	.	Acute kidney injury (adverse event)	Risk Ratio	dichotomous	M-H	Random	CI-derived inverse-variance	random	log	2	2	1	1	0	0	1.1	0.679888	1.779706	1.1	0.72	1.68	0	0.040112	0.099706	0.872872	ci_iou_high	0	0	0	0	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. PMCID-only subset excludes rows without a matched PMCID.
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	1.1	all_studies	Antibiotics versus placebo or no intervention	Antibiotics versus placebo or no intervention	antibiotics versus placebo or no intervention	Antibiotics	placebo or no intervention	antibiotics	placebo or no intervention	.	All-cause mortality	Risk Ratio	dichotomous	M-H	Random	CI-derived inverse-variance	random	log	3	3	3	0	3	0	1.562598	0.64331	3.795541	1.57	0.65	3.79	0.007402	0.00669	0.005541	0.99612	ci_iou_full	0.08857	2.180372	2	8.27253	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights.
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	1.1	pmcid_only	Antibiotics versus placebo or no intervention	Antibiotics versus placebo or no intervention	antibiotics versus placebo or no intervention	Antibiotics	placebo or no intervention	antibiotics	placebo or no intervention	.	All-cause mortality	Risk Ratio	dichotomous	M-H	Random	CI-derived inverse-variance	random	log	3	3	0	0	0	0	.	.	.	1.57	0.65	3.79	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. PMCID-only subset excludes rows without a matched PMCID. No estimable study rows in this subset.
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	1.2	all_studies	Antibiotics versus placebo or no intervention	Antibiotics versus placebo or no intervention	antibiotics versus placebo or no intervention	Antibiotics	placebo or no intervention	antibiotics	placebo or no intervention	.	Proportion of people with adverse events considered non-serious	Risk Ratio	dichotomous	M-H	Random	CI-derived inverse-variance	random	log	2	2	2	0	2	0	1.045119	0.343122	3.18334	1.05	0.35	3.17	0.004881	0.006878	0.01334	0.992881	ci_iou_full	0	0.561388	1	0	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights.
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	1.2	pmcid_only	Antibiotics versus placebo or no intervention	Antibiotics versus placebo or no intervention	antibiotics versus placebo or no intervention	Antibiotics	placebo or no intervention	antibiotics	placebo or no intervention	.	Proportion of people with adverse events considered non-serious	Risk Ratio	dichotomous	M-H	Random	CI-derived inverse-variance	random	log	2	2	0	0	0	0	.	.	.	1.05	0.35	3.17	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. PMCID-only subset excludes rows without a matched PMCID. No estimable study rows in this subset.
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	1.3	all_studies	Antibiotics versus placebo or no intervention	Antibiotics versus placebo or no intervention	antibiotics versus placebo or no intervention	Antibiotics	placebo or no intervention	antibiotics	placebo or no intervention	.	Days of hospitalisation	Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	2	2	2	0	2	0	0.153481	-0.748464	1.055426	0.15	-0.74	1.05	0.003481	0.008464	0.005426	0.9923	ci_iou_full	0	0.21379	1	0	.
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	1.3	pmcid_only	Antibiotics versus placebo or no intervention	Antibiotics versus placebo or no intervention	antibiotics versus placebo or no intervention	Antibiotics	placebo or no intervention	antibiotics	placebo or no intervention	.	Days of hospitalisation	Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	2	2	0	0	0	0	.	.	.	0.15	-0.74	1.05	.	.	.	.	not_reproducible	.	.	.	.	PMCID-only subset excludes rows without a matched PMCID. No estimable study rows in this subset.
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	2.1	all_studies	Antibiotics versus another antibiotic	Antibiotics versus another antibiotic	antibiotics versus another antibiotic	Antibiotics	another antibiotic	antibiotics	another antibiotic	.	All-cause mortality (penicillin versus cefotaxime or ceftriaxone)	Risk Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	2	2	2	0	2	0	1.262849	0.411025	3.880028	1.38	0.47	4.04	0.117151	0.058975	0.159972	0.939667	ci_iou_high	0	0.94552	1	0	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights.
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	2.1	pmcid_only	Antibiotics versus another antibiotic	Antibiotics versus another antibiotic	antibiotics versus another antibiotic	Antibiotics	another antibiotic	antibiotics	another antibiotic	.	All-cause mortality (penicillin versus cefotaxime or ceftriaxone)	Risk Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	2	2	0	0	0	0	.	.	.	1.38	0.47	4.04	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. PMCID-only subset excludes rows without a matched PMCID. No estimable study rows in this subset.
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	2.2	all_studies	Antibiotics versus another antibiotic	Antibiotics versus another antibiotic	antibiotics versus another antibiotic	Antibiotics	another antibiotic	antibiotics	another antibiotic	.	All-cause mortality (penicillin versus doxycycline)	Risk Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	0.93	0.13	6.46	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 154: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	2.2	pmcid_only	Antibiotics versus another antibiotic	Antibiotics versus another antibiotic	antibiotics versus another antibiotic	Antibiotics	another antibiotic	antibiotics	another antibiotic	.	All-cause mortality (penicillin versus doxycycline)	Risk Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	0.93	0.13	6.46	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 154: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	2.3	all_studies	Antibiotics versus another antibiotic	Antibiotics versus another antibiotic	antibiotics versus another antibiotic	Antibiotics	another antibiotic	antibiotics	another antibiotic	.	All-cause mortality (cefotaxime versus doxycycline)	Risk Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	0.18	0.01	3.78	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 155: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	2.3	pmcid_only	Antibiotics versus another antibiotic	Antibiotics versus another antibiotic	antibiotics versus another antibiotic	Antibiotics	another antibiotic	antibiotics	another antibiotic	.	All-cause mortality (cefotaxime versus doxycycline)	Risk Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	0.18	0.01	3.78	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 155: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	2.4	all_studies	Antibiotics versus another antibiotic	Antibiotics versus another antibiotic	antibiotics versus another antibiotic	Antibiotics	another antibiotic	antibiotics	another antibiotic	.	Serious adverse event (nosocomial infection) (penicillin versus cefotaxime)	Risk Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	1.01	0.15	7.02	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 156: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	2.4	pmcid_only	Antibiotics versus another antibiotic	Antibiotics versus another antibiotic	antibiotics versus another antibiotic	Antibiotics	another antibiotic	antibiotics	another antibiotic	.	Serious adverse event (nosocomial infection) (penicillin versus cefotaxime)	Risk Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	1.01	0.15	7.02	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 156: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	2.5	all_studies	Antibiotics versus another antibiotic	Antibiotics versus another antibiotic	antibiotics versus another antibiotic	Antibiotics	another antibiotic	antibiotics	another antibiotic	.	Serious adverse event (nosocomial infection) (penicillin versus doxycycline)	Risk Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	0.62	0.11	3.62	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 157: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	2.5	pmcid_only	Antibiotics versus another antibiotic	Antibiotics versus another antibiotic	antibiotics versus another antibiotic	Antibiotics	another antibiotic	antibiotics	another antibiotic	.	Serious adverse event (nosocomial infection) (penicillin versus doxycycline)	Risk Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	0.62	0.11	3.62	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 157: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	2.6	all_studies	Antibiotics versus another antibiotic	Antibiotics versus another antibiotic	antibiotics versus another antibiotic	Antibiotics	another antibiotic	antibiotics	another antibiotic	.	Serious adverse event (nosocomial infection) (doxycycline versus cefotaxime)	Risk Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	1.01	0.15	7.02	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 158: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	2.6	pmcid_only	Antibiotics versus another antibiotic	Antibiotics versus another antibiotic	antibiotics versus another antibiotic	Antibiotics	another antibiotic	antibiotics	another antibiotic	.	Serious adverse event (nosocomial infection) (doxycycline versus cefotaxime)	Risk Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	1.01	0.15	7.02	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 158: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	2.7	all_studies	Antibiotics versus another antibiotic	Antibiotics versus another antibiotic	antibiotics versus another antibiotic	Antibiotics	another antibiotic	antibiotics	another antibiotic	.	Proportion of people with adverse events considered non-serious (penicillin versus cefotaxime)	Risk Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	3.03	0.13	73.47	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 159: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	2.7	pmcid_only	Antibiotics versus another antibiotic	Antibiotics versus another antibiotic	antibiotics versus another antibiotic	Antibiotics	another antibiotic	antibiotics	another antibiotic	.	Proportion of people with adverse events considered non-serious (penicillin versus cefotaxime)	Risk Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	3.03	0.13	73.47	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 159: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	2.8	all_studies	Antibiotics versus another antibiotic	Antibiotics versus another antibiotic	antibiotics versus another antibiotic	Antibiotics	another antibiotic	antibiotics	another antibiotic	.	Proportion of people with adverse events considered non-serious (penicillin versus doxycycline)	Risk Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	2.8	0.12	67.66	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 160: missing effect/CI
